timestamp_seconds,table_id,filename,frame_state,final_state,visible_people,active_dining,cleaning_action,used_dishes_or_leftovers,personal_items_or_food_remaining,confidence,frame_reason,temporal_reason
40,T04,T04_0040.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"The image shows tables and chairs, and a person's head is visible in the foreground, but there is not enough information to determine if dining is active, cleaning is in progress, or if the scene is empty or a candidate for after-meal status. The presence of a person and absence of clear dining or cleaning indicators lead to an uncertain state.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
40,T05,T05_0040.jpg,CLEANING,CLEANING,True,False,True,True,False,0.9,A person is observed cleaning a table with used dishes and leftovers present.,"식기 수거, 테이블 닦기, 정리 행동이 감지되어 청소 중으로 판단함."
50,T01,T01_0050.jpg,DINING,DINING,True,True,False,True,False,0.95,A person is clearly visible and actively eating food at the table with dishes present.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
50,T02,T02_0050.jpg,CLEANING,CLEANING,True,False,True,True,False,0.8,"A person appears to be cleaning or clearing a table, as indicated by the cleaning cloth in their hand and their posture.","식기 수거, 테이블 닦기, 정리 행동이 감지되어 청소 중으로 판단함."
50,T03,T03_0050.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"The image shows people in a restaurant setting, but it's unclear if they are actively dining, cleaning, or if there are any used dishes or personal items remaining. The tables appear empty and clean, making it difficult to determine the exact state of the meal or if it's a post-meal situation. Therefore, the state is uncertain.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
50,T04,T04_0050.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"There are people in the frame, but it is unclear if they are dining or performing any specific action. The tables appear to be empty and there are no visible dishes or personal items. Therefore, the state is uncertain.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
50,T05,T05_0050.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,The image shows people but it is unclear if they are dining or if there are any dishes or leftovers. The tables appear empty.,사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
60,T01,T01_0060.jpg,DINING,DINING,True,True,False,True,False,0.9,A person is actively eating at the table with food and dishes present.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
60,T02,T02_0060.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"A person is visible, but it is unclear if they are dining, cleaning, or just passing by. There are no visible dishes or personal items.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
60,T03,T03_0060.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.7,"There are people in the frame, but no clear dining or cleaning activity is visible. The tables appear empty and there are no personal items or leftovers. The state is uncertain due to the ambiguity.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
60,T04,T04_0060.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"There are people visible, but they are not actively dining or cleaning. The tables appear empty and there are no clear indicators of dining or cleaning actions. The image quality and lack of context make it difficult to determine the exact state.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
60,T05,T05_0060.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,people are in the frame but not actively dining and no other indicators of dining or cleaning are present. The frame state is uncertain due to lack of clear activity.,사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
70,T01,T01_0070.jpg,DINING,DINING,True,True,False,True,False,0.9,The image shows a person actively eating at a table with food and a drink. There are no signs of cleaning or an empty table.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
70,T02,T02_0070.jpg,POSSIBLY_EMPTY,UNCERTAIN,True,False,False,True,False,0.9,"People are visible, but no active dining is observed. There are used dishes or leftovers on the table, but no personal items indicating a return. The frame state is POSSIBLY_EMPTY as it's unclear if the people are dining or have just left.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
70,T03,T03_0070.jpg,DINING,DINING,True,True,False,True,False,0.9,There are people at the table who appear to be dining. There are also some items on the table that suggest a meal has taken place.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
70,T04,T04_0070.jpg,POSSIBLY_EMPTY,UNCERTAIN,True,False,False,True,False,0.8,"There are people in the frame, but they do not appear to be actively dining. There are used dishes and leftovers visible on the table. However, there are no clear personal items that would indicate a person has temporarily left their meal. Therefore, it is considered possibly empty, as it is unclear if the meal has concluded or if the individuals have just stepped away.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
70,T05,T05_0070.jpg,DINING,DINING,True,True,False,True,True,0.9,"There are people present who appear to be eating. There are used dishes and personal items on the table, indicating dining is in progress.",사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
80,T01,T01_0080.jpg,DINING,DINING,True,True,False,True,False,0.9,A person is actively eating at the table with food and dishes present.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
80,T02,T02_0080.jpg,UNCERTAIN,UNCERTAIN,False,False,False,False,False,0.9,"No people are visible and the table appears empty and clean. It is uncertain if this is an empty table before seating or after meals, therefore UNCERTAIN state is selected.","식사 중, 식사 후, 청소 중으로 판단할 충분한 근거가 없음."
80,T03,T03_0080.jpg,DINING,DINING,True,True,False,True,True,0.9,People are visible and appear to be dining. There are used dishes and personal items on the table.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
80,T04,T04_0080.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"A person is visible, but it is unclear if they are dining or if there are any used dishes or leftovers. The frame is mostly occupied by tables and chairs, making it difficult to determine the exact state of the dining area.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
80,T05,T05_0080.jpg,POSSIBLY_EMPTY,UNCERTAIN,True,False,False,True,True,0.9,"Two people are visible, but neither is actively dining. There are used dishes and personal items on the table, suggesting the people may have just stepped away temporarily.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
90,T01,T01_0090.jpg,DINING,DINING,True,True,False,True,False,0.9,A person is sitting at a table and actively eating food. There are used dishes and a bottle on the table.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
90,T02,T02_0090.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"A person is visible in the lower right corner, but they are not actively dining and there are no visible dishes or personal items. The table is empty and clean. Thus, the state is uncertain.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
90,T03,T03_0090.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"There are people in the image but they are not actively dining or cleaning, and there are no visible dishes or personal items. The state is uncertain due to lack of clear activity.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
90,T04,T04_0090.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"The image shows people, but their activity is not clear. There are no visible dishes, leftovers, or cleaning actions, and the dining state is uncertain.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
90,T05,T05_0090.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"The image shows a person sitting at a table, but it is unclear if they are dining. There are no used dishes or leftovers visible, and no cleaning actions are being performed. The presence of a person in the frame makes it difficult to classify the state without further context.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
100,T01,T01_0100.jpg,DINING,DINING,True,True,False,True,False,0.95,A person is actively eating at the table with food and dishes present.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
100,T02,T02_0100.jpg,UNCERTAIN,UNCERTAIN,False,False,False,False,False,0.9,"The image shows an empty table and chairs. There are no people visible, no signs of dining, cleaning, or any remaining items. The scene is too ambiguous to determine any specific state.","식사 중, 식사 후, 청소 중으로 판단할 충분한 근거가 없음."
100,T03,T03_0100.jpg,DINING,DINING,True,True,False,True,False,0.95,Two people are visible and appear to be eating. There are used dishes on the table.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
100,T04,T04_0100.jpg,POSSIBLY_EMPTY,UNCERTAIN,True,False,False,True,False,0.8,"There are people visible, but they do not appear to be actively dining. There are used dishes or leftovers on the table, but no clear personal items indicating a return. The frame state is POSSIBLY_EMPTY as it is unclear if the people are dining or have temporarily left.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
100,T05,T05_0100.jpg,POSSIBLY_EMPTY,UNCERTAIN,True,False,False,True,True,0.8,"A person is visible and appears to be sitting at a table, but the dining activity is not clear. There are items on the table that suggest a meal has taken place or is ongoing, and personal items or food remaining could indicate the person will return or has not finished. However, without clearer signs of active dining or cleaning, POSSIBLY_EMPTY is the most appropriate state.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
110,T01,T01_0110.jpg,DINING,DINING,True,True,False,True,False,0.95,The person is seated at the table with used dishes and appears to be eating or has just finished eating.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
110,T02,T02_0110.jpg,UNCERTAIN,UNCERTAIN,False,False,False,False,False,0.9,The image shows an empty dining table with no visible people or items. It's impossible to determine the state of the table without more information.,"식사 중, 식사 후, 청소 중으로 판단할 충분한 근거가 없음."
110,T03,T03_0110.jpg,DINING,DINING,True,True,False,True,False,0.9,Several people are visible and appear to be dining. There are used dishes and some items on the table. No cleaning actions are observed.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
110,T04,T04_0110.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"There are people visible in the image, but they are not actively dining or cleaning. The tables appear empty or are not clearly showing dining activity or leftovers, making the frame state uncertain.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
110,T05,T05_0110.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"A person is visible, but their activity is unclear, and the dining area appears empty or not actively being used. There are no clear signs of dining, cleaning, or leftovers.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
120,T01,T01_0120.jpg,DINING,DINING,True,True,False,True,True,0.9,"A person is visible and appears to be drinking from a bottle, with used dishes and food remnants on the table. This indicates active dining.",사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
120,T02,T02_0120.jpg,UNCERTAIN,UNCERTAIN,False,False,False,False,False,0.9,"The image shows an empty table and chairs. There are no people visible, and no dishes or leftovers are apparent. The scene could be interpreted as after a meal, but without any specific clues like used dishes or personal items, it's difficult to determine if the meal is over or if it's just an empty table. Therefore, the state is uncertain.","식사 중, 식사 후, 청소 중으로 판단할 충분한 근거가 없음."
120,T03,T03_0120.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"The image shows people, but they are not actively dining. There are no clear signs of cleaning, used dishes, or personal items remaining. The state is uncertain due to the ambiguity of the situation.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
120,T04,T04_0120.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"The image shows people, but their activity is unclear. There are no clear signs of dining, cleaning, or leftovers. The presence of people and tables without clear activity makes the state uncertain.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
120,T05,T05_0120.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"There are people visible, but their activity is unclear. There are no clear signs of dining, cleaning, or leftovers. The tables appear mostly empty, and the overall scene lacks definitive indicators.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
130,T01,T01_0130.jpg,POSSIBLY_EMPTY,UNCERTAIN,True,False,False,True,False,0.8,"A person's legs are visible in the upper left corner, indicating presence. The table has used dishes and a bottle, but no active dining or cleaning actions are observed. There are no personal items suggesting the person will return immediately, leading to a 'POSSIBLY_EMPTY' state.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
130,T02,T02_0130.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"There are people present, but they do not appear to be actively dining. There are no visible dishes, leftovers, or cleaning actions. The scene is too unclear to determine the dining status or if it's an empty table.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
130,T03,T03_0130.jpg,DINING,DINING,True,True,False,False,False,0.9,People are seated at tables and appear to be eating or interacting with each other in a dining setting.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
130,T04,T04_0130.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,people are visible but not dining and no other clear indicators for other states,사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
130,T05,T05_0130.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"People are visible but not actively dining. There are no clear signs of cleaning, used dishes, or personal items. The table appears mostly clear, making it difficult to determine the state without more information.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
140,T01,T01_0140.jpg,POSSIBLY_EMPTY,UNCERTAIN,False,False,False,True,False,0.8,"There are used dishes and a bottle on the table, but no people are visible and no cleaning actions are detected. This state is consistent with a meal that has ended and the diners have temporarily left or are about to leave.",사람은 없지만 음식/식기/개인 물품이 남아 있어 일시적 자리 비움 가능성이 있음. 현재 공백 지속 시간: 0초.
140,T02,T02_0140.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"The image shows people, but their activity is unclear. There are no visible dishes, leftovers, or personal items, and no cleaning actions are apparent. The frame state is uncertain due to the lack of clear indicators.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
140,T03,T03_0140.jpg,DINING,DINING,True,True,False,False,False,0.9,"The image shows people seated at tables, and it appears they are actively dining. There are no visible signs of cleaning, used dishes, or leftovers. Personal items are not clearly discernible.",사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
140,T04,T04_0140.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"The image shows tables and chairs, and a person in the background who is not clearly dining or cleaning. There are no visible dishes or personal items, making it difficult to determine the dining status.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
140,T05,T05_0140.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"The image shows people, but it is unclear if they are dining, cleaning, or if the table is used or empty due to image quality and limited view.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
150,T01,T01_0150.jpg,CLEANING,CLEANING,True,False,True,True,False,0.9,There are people present and one person is holding a bottle and appears to be cleaning or clearing the table. There are also some used dishes and a cloth on the table.,"식기 수거, 테이블 닦기, 정리 행동이 감지되어 청소 중으로 판단함."
150,T02,T02_0150.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"The image shows people, but it's unclear if they are dining or what their actions are. There are no visible dishes, leftovers, or cleaning actions. Therefore, the state is uncertain.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
150,T03,T03_0150.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"People are present, but no clear dining or cleaning actions are observed. Tables appear empty. Therefore, the state is uncertain.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
150,T04,T04_0150.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"The image shows a person, but it's unclear if they are dining, cleaning, or if there are any dishes or leftovers. The table is partially visible and appears empty, but definitive conclusions cannot be made.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
150,T05,T05_0150.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.8,"The image shows a person holding a cup, but it is unclear if they are dining or if there are any other indicators of a meal in progress or recently completed.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
160,T01,T01_0160.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"The image shows people near tables, but no active dining or cleaning actions are clearly visible. The tables appear empty and there are no personal items, making it difficult to determine the state of the meal or if the area is for dining or general use.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
160,T02,T02_0160.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.9,"The image shows people, but it is not clear if they are dining or what actions they are performing. There are no visible dishes or leftovers, and no personal items are apparent. Therefore, the state is uncertain.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
160,T03,T03_0160.jpg,DINING,DINING,True,True,False,False,False,0.9,People are visible and appear to be dining.,사람이 보이고 식사 행동이 감지되어 식사 중으로 판단함.
160,T04,T04_0160.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.7,"The image shows people, but their activity is unclear and there are no visible dishes or leftovers. The tables appear clean, and there are no personal items that suggest the meal has ended or is ongoing.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
160,T05,T05_0160.jpg,UNCERTAIN,UNCERTAIN,True,False,False,False,False,0.7,"People are visible, but their activity is unclear. There are no clear signs of dining, cleaning, or leftover food/items, making it difficult to determine the state.",사람은 보이지만 식사 중인지 청소 중인지 명확하지 않아 판정 보류.
170,T01,T01_0170.jpg,UNCERTAIN,UNCERTAIN,False,False,False,False,False,0.9,"No people or dishes are visible, making it impossible to determine the state of the table.","식사 중, 식사 후, 청소 중으로 판단할 충분한 근거가 없음."
170,T02,T02_0170.jpg,UNCERTAIN,UNCERTAIN,False,False,False,False,False,0.9,The image shows an empty table and chairs without any people or signs of dining or cleaning. It is difficult to determine the state without more context.,"식사 중, 식사 후, 청소 중으로 판단할 충분한 근거가 없음."
170,T03,T03_0170.jpg,POSSIBLY_EMPTY,UNCERTAIN,False,False,False,True,True,0.9,"The image shows bottles and some items on the table, indicating it might be after a meal or that someone has temporarily left. However, there are no people visible, and no active cleaning actions are observed. The presence of items suggests it's not a completely empty table, hence POSSIBLY_EMPTY is the most appropriate state.",사람은 없지만 음식/식기/개인 물품이 남아 있어 일시적 자리 비움 가능성이 있음. 현재 공백 지속 시간: 0초.
170,T04,T04_0170.jpg,UNCERTAIN,UNCERTAIN,False,False,False,False,False,0.9,"The image shows an empty dining area with no people, no food, and no personal items. It is impossible to determine the state of the dining area without more information.","식사 중, 식사 후, 청소 중으로 판단할 충분한 근거가 없음."
170,T05,T05_0170.jpg,UNCERTAIN,UNCERTAIN,False,False,False,False,False,0.9,The image shows an empty table and chairs without any people or clear signs of dining or cleaning activities. The presence of a 'NO PARKING' sign and general clutter makes it difficult to determine the exact state of the dining area.,"식사 중, 식사 후, 청소 중으로 판단할 충분한 근거가 없음."
